
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
REACTION GROUP 499: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=587911212694185060022784029998742136466564743543549606540271454328751616629500390192062809005579331070767685526808618012415954927420521311761406400491166162223104.000
    he4+v51-->mn55 flux=-0.000e+00 flux_true=-0.000e+00
    mn55-->he4+v51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25)  51V(6.667e+01) 55Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22)  51V(9.052e-24) 55Mn(-8.393e-24) 

REACTION GROUP 500: isEquil=FALSE netflux=9.142e-170 thisDevious/maxDevious=  nan
    p+v51-->n+cr51 flux=-0.000e+00 flux_true=-0.000e+00
    n+cr51-->p+v51 flux=-9.142e-170 flux_true=-9.142e-170
    Sum flux_true=9.142e-170
Isotope Equil Ratios:  1H(6.667e+25)  51V(6.667e+25)   1n(6.667e+25) 51Cr(1.700e-06) 
Isotope Mass Fractions:  1H(-1.486e-19)  51V(-4.999e-34)   1n(-2.549e-32) 51Cr(4.999e-34) 

REACTION GROUP 501: isEquil=FALSE netflux=-1.929e-271 thisDevious/maxDevious=  nan
    he4+v51-->n+mn54 flux=-0.000e+00 flux_true=-0.000e+00
    n+mn54-->he4+v51 flux=1.929e-271 flux_true=1.929e-271
    Sum flux_true=-1.929e-271
Isotope Equil Ratios: 4He(6.667e+25)  51V(6.667e+25)   1n(6.667e+25) 54Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22)  51V(-4.999e-34)   1n(-2.549e-32) 54Mn(4.721e-34) 

REACTION GROUP 502: isEquil=FALSE netflux=-6.386e-316 thisDevious/maxDevious=532398104432895575465641365810407828821478864408282531015571629188103358382080.000
    he4+v51-->p+cr54 flux=-6.386e-316 flux_true=-6.386e-316
    p+cr54-->he4+v51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-6.386e-316
Isotope Equil Ratios: 4He(6.667e+25)  51V(6.667e+25)   1H(6.667e+25) 54Cr(6.667e+01) 
Isotope Mass Fractions: 4He(-1.880e-20)  51V(-1.456e-21)   1H(-7.428e-20) 54Cr(1.376e-21) 

REACTION GROUP 503: isEquil=FALSE netflux=-3.772e-101 thisDevious/maxDevious=0.000
    cr48+e-->v48+nu flux=-3.772e-101 flux_true=-3.772e-101
    Sum flux_true=-3.772e-101
Isotope Equil Ratios:48Cr(6.667e+25)  48V(6.667e+25) 
Isotope Mass Fractions:48Cr(0.000e+00)  48V(5.224e-52) 

REACTION GROUP 504: isEquil=FALSE netflux=2.899e-118 thisDevious/maxDevious=1538103433992319.000
    n+cr48-->cr49 flux=2.899e-118 flux_true=2.899e-118
    cr49-->n+cr48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=2.899e-118
Isotope Equil Ratios:  1n(6.667e+25) 48Cr(6.667e+25) 49Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 48Cr(1.062e-33) 49Cr(-1.041e-33) 

REACTION GROUP 505: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=40437043392909893169823177357400270839483442783543960722262189209819246592757185238068293610632916781706483594011465768836517053742046170668423910229324085592064.000
    he4+cr48-->fe52 flux=0.000e+00 flux_true=0.000e+00
    fe52-->he4+cr48 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 48Cr(6.667e+25) 52Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 48Cr(9.618e-24) 52Fe(-8.878e-24) 

REACTION GROUP 506: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=17115414201915754653945127882072188395612863354184640228512625437969950995032232137005351496274935808.000
    he4+cr48-->p+mn51 flux=0.000e+00 flux_true=0.000e+00
    p+mn51-->he4+cr48 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 48Cr(6.667e+25)   1H(6.667e+25) 51Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 48Cr(9.618e-24)   1H(-1.490e-19) 51Mn(-9.052e-24) 

REACTION GROUP 507: isEquil=FALSE netflux=-1.783e-111 thisDevious/maxDevious=0.000
    cr49-->v49+e++nu flux=-1.783e-111 flux_true=-1.783e-111
    Sum flux_true=-1.783e-111
Isotope Equil Ratios:49Cr(6.667e+25)  49V(6.667e+25) 
Isotope Mass Fractions:49Cr(0.000e+00)  49V(-1.508e-68) 

REACTION GROUP 508: isEquil=FALSE netflux=6.136e-130 thisDevious/maxDevious=42741978352208314368000.000
    n+cr49-->cr50 flux=6.136e-130 flux_true=6.136e-130
    cr50-->n+cr49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=6.136e-130
Isotope Equil Ratios:  1n(6.667e+25) 49Cr(3.399e-06) 50Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 49Cr(1.041e-33) 50Cr(-1.020e-33) 

REACTION GROUP 509: isEquil=FALSE netflux=1.674e-180 thisDevious/maxDevious=22782129752214326935543668829867912033772217827328.000
    p+cr49-->mn50 flux=1.674e-180 flux_true=1.674e-180
    mn50-->p+cr49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=1.674e-180
Isotope Equil Ratios:  1H(6.667e+25) 49Cr(6.667e+01) 50Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 49Cr(3.032e-21) 50Mn(-2.971e-21) 

REACTION GROUP 510: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=3553735399111616874845308049072936026631550693292771551838047349835289113069245189904993292565590051384230867637532744391691215307664309253966127267895294080057344.000
    he4+cr49-->fe53 flux=0.000e+00 flux_true=0.000e+00
    fe53-->he4+cr49 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 49Cr(6.667e+01) 53Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 49Cr(9.421e-24) 53Fe(-8.710e-24) 

REACTION GROUP 511: isEquil=FALSE netflux=2.126e-284 thisDevious/maxDevious=  nan
    he4+cr49-->n+fe52 flux=0.000e+00 flux_true=0.000e+00
    n+fe52-->he4+cr49 flux=-2.126e-284 flux_true=-2.126e-284
    Sum flux_true=2.126e-284
Isotope Equil Ratios: 4He(6.667e+25) 49Cr(6.667e+25)   1n(6.667e+25) 52Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22) 49Cr(-5.203e-34)   1n(-2.549e-32) 52Fe(4.902e-34) 

REACTION GROUP 512: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=101258678213830976905323631834638658137325494024372882504085361656432493818276316028056988287915863751277153144012800.000
    he4+cr49-->p+mn52 flux=0.000e+00 flux_true=0.000e+00
    p+mn52-->he4+cr49 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 49Cr(6.667e+01)   1H(6.667e+25) 52Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 49Cr(9.421e-24)   1H(-1.490e-19) 52Mn(-8.878e-24) 

REACTION GROUP 513: isEquil=FALSE netflux=6.293e-151 thisDevious/maxDevious=14291800383603112270626816.000
    n+cr50-->cr51 flux=6.293e-151 flux_true=6.293e-151
    cr51-->n+cr50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=6.293e-151
Isotope Equil Ratios:  1n(6.667e+25) 50Cr(3.399e-06) 51Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 50Cr(1.020e-33) 51Cr(-9.997e-34) 

REACTION GROUP 514: isEquil=FALSE netflux=4.346e-201 thisDevious/maxDevious=1367149554020447312404314684823028086737386624709033984.000
    p+cr50-->mn51 flux=4.346e-201 flux_true=4.346e-201
    mn51-->p+cr50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=4.346e-201
Isotope Equil Ratios:  1H(6.667e+25) 50Cr(6.667e+01) 51Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 50Cr(2.971e-21) 51Mn(-2.913e-21) 

REACTION GROUP 515: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=51088825801972862054277883861621986287139031487306667029074650926642147625401389444084805074085393939539630482570331616050248213756064847673458061348057625510543360.000
    he4+cr50-->fe54 flux=0.000e+00 flux_true=0.000e+00
    fe54-->he4+cr50 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Cr(6.667e+01) 54Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 50Cr(9.233e-24) 54Fe(-8.549e-24) 

REACTION GROUP 516: isEquil=FALSE netflux=-1.695e-175 thisDevious/maxDevious=  nan
    p+cr50-->n+mn50 flux=0.000e+00 flux_true=0.000e+00
    n+mn50-->p+cr50 flux=1.695e-175 flux_true=1.695e-175
    Sum flux_true=-1.695e-175
Isotope Equil Ratios:  1H(6.667e+25) 50Cr(6.667e+25)   1n(1.976e+05) 50Mn(1.479e-01) 
Isotope Mass Fractions:  1H(-1.486e-19) 50Cr(-4.437e-29)   1n(2.218e-27) 50Mn(4.437e-29) 

REACTION GROUP 517: isEquil=FALSE netflux=-4.988e-292 thisDevious/maxDevious=  nan
    he4+cr50-->n+fe53 flux=0.000e+00 flux_true=0.000e+00
    n+fe53-->he4+cr50 flux=4.988e-292 flux_true=4.988e-292
    Sum flux_true=-4.988e-292
Isotope Equil Ratios: 4He(6.667e+25) 50Cr(6.667e+25)   1n(6.667e+25) 53Fe(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 50Cr(-5.098e-34)   1n(-2.549e-32) 53Fe(4.810e-34) 

REACTION GROUP 518: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=289303089.894
    he4+cr50-->p+mn53 flux=0.000e+00 flux_true=0.000e+00
    p+mn53-->he4+cr50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Cr(6.667e+25)   1H(6.667e+25) 53Mn(6.667e+01) 
Isotope Mass Fractions: 4He(-1.880e-20) 50Cr(-1.486e-21)   1H(-7.428e-20) 53Mn(1.402e-21) 

REACTION GROUP 519: isEquil=FALSE netflux=5.910e-154 thisDevious/maxDevious=0.000
    cr51+e-->v51+nu flux=5.910e-154 flux_true=5.910e-154
    Sum flux_true=5.910e-154
Isotope Equil Ratios:51Cr(6.667e+25)  51V(5.982e-73) 
Isotope Mass Fractions:51Cr(0.000e+00)  51V(9.933e-103) 

REACTION GROUP 520: isEquil=FALSE netflux=-3.010e-169 thisDevious/maxDevious=31058586528293398249472.000
    n+cr51-->cr52 flux=-3.010e-169 flux_true=-3.010e-169
    cr52-->n+cr51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-3.010e-169
Isotope Equil Ratios:  1n(6.667e+25) 51Cr(3.399e-06) 52Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 51Cr(9.997e-34) 52Cr(-9.805e-34) 

REACTION GROUP 521: isEquil=FALSE netflux=-1.933e-220 thisDevious/maxDevious=870481339224962963421318711028749773278908864314458121437184.000
    p+cr51-->mn52 flux=-1.933e-220 flux_true=-1.933e-220
    mn52-->p+cr51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-1.933e-220
Isotope Equil Ratios:  1H(6.667e+25) 51Cr(6.667e+01) 52Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 51Cr(2.913e-21) 52Mn(-2.857e-21) 

REACTION GROUP 522: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=4068273723451965045038929559471897790626358674125185485991809846491325034359960384671701946390615118444802219360400447740794850408255629842228032070548427778637692928.000
    he4+cr51-->fe55 flux=-0.000e+00 flux_true=-0.000e+00
    fe55-->he4+cr51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Cr(6.667e+01) 55Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 51Cr(9.052e-24) 55Fe(-8.393e-24) 

REACTION GROUP 523: isEquil=FALSE netflux=5.132e-203 thisDevious/maxDevious=  nan
    p+cr51-->n+mn51 flux=-0.000e+00 flux_true=-0.000e+00
    n+mn51-->p+cr51 flux=-5.132e-203 flux_true=-5.132e-203
    Sum flux_true=5.132e-203
Isotope Equil Ratios:  1H(6.667e+25) 51Cr(6.667e+25)   1n(1.976e+05) 51Mn(1.237e-01) 
Isotope Mass Fractions:  1H(-1.486e-19) 51Cr(-3.637e-29)   1n(1.855e-27) 51Mn(3.637e-29) 

REACTION GROUP 524: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=5.000
    he4+cr51-->n+fe54 flux=-0.000e+00 flux_true=-0.000e+00
    n+fe54-->he4+cr51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Cr(6.667e+25)   1n(6.667e+25) 54Fe(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 51Cr(-4.999e-34)   1n(-2.549e-32) 54Fe(4.721e-34) 

REACTION GROUP 525: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=5.000
    he4+cr51-->p+mn54 flux=-0.000e+00 flux_true=-0.000e+00
    p+mn54-->he4+cr51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Cr(6.667e+25)   1H(6.667e+25) 54Mn(6.667e+25) 
Isotope Mass Fractions: 4He(-3.737e-20) 51Cr(-2.913e-21)   1H(-2.407e-35) 54Mn(2.751e-21) 

REACTION GROUP 526: isEquil=FALSE netflux=6.283e-189 thisDevious/maxDevious=716291654614607382708224.000
    n+cr52-->cr53 flux=6.283e-189 flux_true=6.283e-189
    cr53-->n+cr52 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=6.283e-189
Isotope Equil Ratios:  1n(6.667e+25) 52Cr(6.667e+25) 53Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 52Cr(9.805e-34) 53Cr(-9.620e-34) 

REACTION GROUP 527: isEquil=FALSE netflux=7.185e-239 thisDevious/maxDevious=7716112518159663017323806233407668305141091153947283296899563520.000
    p+cr52-->mn53 flux=7.185e-239 flux_true=7.185e-239
    mn53-->p+cr52 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=7.185e-239
Isotope Equil Ratios:  1H(6.667e+25) 52Cr(6.667e+25) 53Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 52Cr(2.857e-21) 53Mn(-2.803e-21) 

REACTION GROUP 528: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+cr52-->fe56 flux=0.000e+00 flux_true=0.000e+00
    fe56-->he4+cr52 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 52Cr(6.667e+25) 56Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 52Cr(8.878e-24) 56Fe(-8.244e-24) 

REACTION GROUP 529: isEquil=FALSE netflux=-2.604e-226 thisDevious/maxDevious=  nan
    p+cr52-->n+mn52 flux=0.000e+00 flux_true=0.000e+00
    n+mn52-->p+cr52 flux=2.604e-226 flux_true=2.604e-226
    Sum flux_true=-2.604e-226
Isotope Equil Ratios:  1H(6.667e+25) 52Cr(6.667e+25)   1n(6.667e+25) 52Mn(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19) 52Cr(-4.903e-34)   1n(-2.549e-32) 52Mn(4.903e-34) 

REACTION GROUP 530: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    he4+cr52-->n+fe55 flux=0.000e+00 flux_true=0.000e+00
    n+fe55-->he4+cr52 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 52Cr(6.667e+25)   1n(6.667e+25) 55Fe(1.699e-06) 
Isotope Mass Fractions: 4He(-2.308e-22) 52Cr(-4.902e-34)   1n(-2.549e-32) 55Fe(4.635e-34) 

REACTION GROUP 531: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    he4+cr52-->p+mn55 flux=0.000e+00 flux_true=0.000e+00
    p+mn55-->he4+cr52 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 52Cr(6.667e+25)   1H(6.667e+25) 55Mn(6.667e+01) 
Isotope Mass Fractions: 4He(-3.737e-20) 52Cr(-2.857e-21)   1H(0.000e+00) 55Mn(2.701e-21) 

REACTION GROUP 532: isEquil=FALSE netflux=5.986e-212 thisDevious/maxDevious=1555661226385466878599364608.000
    n+cr53-->cr54 flux=5.986e-212 flux_true=5.986e-212
    cr54-->n+cr53 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=5.986e-212
Isotope Equil Ratios:  1n(6.667e+25) 53Cr(3.399e-06) 54Cr(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 53Cr(9.620e-34) 54Cr(-9.442e-34) 

REACTION GROUP 533: isEquil=FALSE netflux=9.403e-263 thisDevious/maxDevious=19578207160059174214817086150319544031620666114174530678748610560.000
    p+cr53-->mn54 flux=9.403e-263 flux_true=9.403e-263
    mn54-->p+cr53 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=9.403e-263
Isotope Equil Ratios:  1H(6.667e+25) 53Cr(6.667e+01) 54Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 53Cr(2.803e-21) 54Mn(-2.751e-21) 

REACTION GROUP 534: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+cr53-->fe57 flux=0.000e+00 flux_true=0.000e+00
    fe57-->he4+cr53 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 53Cr(6.667e+01) 57Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 53Cr(8.710e-24) 57Fe(-8.099e-24) 

REACTION GROUP 535: isEquil=FALSE netflux=-1.016e-248 thisDevious/maxDevious=5.000
    p+cr53-->n+mn53 flux=0.000e+00 flux_true=0.000e+00
    n+mn53-->p+cr53 flux=1.016e-248 flux_true=1.016e-248
    Sum flux_true=-1.016e-248
Isotope Equil Ratios:  1H(6.667e+25) 53Cr(6.667e+25)   1n(6.667e+25) 53Mn(1.698e-06) 
Isotope Mass Fractions:  1H(-1.486e-19) 53Cr(-4.806e-34)   1n(-2.552e-32) 53Mn(4.806e-34) 

REACTION GROUP 536: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+cr53-->n+fe56 flux=0.000e+00 flux_true=0.000e+00
    n+fe56-->he4+cr53 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 53Cr(6.667e+25)   1n(6.667e+25) 56Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22) 53Cr(-4.810e-34)   1n(-2.549e-32) 56Fe(4.552e-34) 

REACTION GROUP 537: isEquil=FALSE netflux=-1.273e-289 thisDevious/maxDevious=290096931544458869318197709551834494051844862874866417664.000
    p+cr54-->mn55 flux=-1.273e-289 flux_true=-1.273e-289
    mn55-->p+cr54 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.273e-289
Isotope Equil Ratios:  1H(6.667e+25) 54Cr(6.667e+01) 55Mn(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 54Cr(2.751e-21) 55Mn(-2.701e-21) 

REACTION GROUP 538: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+cr54-->fe58 flux=-0.000e+00 flux_true=-0.000e+00
    fe58-->he4+cr54 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 54Cr(6.667e+01) 58Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 54Cr(8.549e-24) 58Fe(-7.959e-24) 

REACTION GROUP 539: isEquil=FALSE netflux=-4.487e-263 thisDevious/maxDevious=  nan
    p+cr54-->n+mn54 flux=-0.000e+00 flux_true=-0.000e+00
    n+mn54-->p+cr54 flux=4.487e-263 flux_true=4.487e-263
    Sum flux_true=-4.487e-263
Isotope Equil Ratios:  1H(6.667e+25) 54Cr(6.667e+25)   1n(6.667e+25) 54Mn(6.667e+25) 
Isotope Mass Fractions:  1H(-1.486e-19) 54Cr(-4.721e-34)   1n(-2.549e-32) 54Mn(4.721e-34) 

REACTION GROUP 540: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    he4+cr54-->n+fe57 flux=-0.000e+00 flux_true=-0.000e+00
    n+fe57-->he4+cr54 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 54Cr(6.667e+25)   1n(6.667e+25) 57Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22) 54Cr(-4.721e-34)   1n(-2.549e-32) 57Fe(4.472e-34) 

REACTION GROUP 541: isEquil=FALSE netflux=-5.769e-155 thisDevious/maxDevious=0.470
    mn50-->cr50+e++nu flux=-5.769e-155 flux_true=-5.769e-155
    Sum flux_true=-5.769e-155
Isotope Equil Ratios:50Mn(6.667e+25) 50Cr(6.667e+25) 
Isotope Mass Fractions:50Mn(0.000e+00) 50Cr(-3.225e-130) 

REACTION GROUP 542: isEquil=FALSE netflux=3.334e-178 thisDevious/maxDevious=2564934765876908601190121472.000
    n+mn50-->mn51 flux=3.334e-178 flux_true=3.334e-178
    mn51-->n+mn50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=3.334e-178
Isotope Equil Ratios:  1n(6.667e+25) 50Mn(3.399e-06) 51Mn(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 50Mn(1.020e-33) 51Mn(-9.997e-34) 

REACTION GROUP 543: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+mn50-->co54 flux=0.000e+00 flux_true=0.000e+00
    co54-->he4+mn50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Mn(6.667e+01) 54Co(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 50Mn(9.233e-24) 54Co(-8.549e-24) 

REACTION GROUP 544: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    he4+mn50-->n+co53 flux=0.000e+00 flux_true=0.000e+00
    n+co53-->he4+mn50 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Mn(6.667e+25)   1n(6.667e+25) 53Co(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22) 50Mn(-5.098e-34)   1n(-2.549e-32) 53Co(4.810e-34) 

REACTION GROUP 545: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=779939241362236772625565097609293509492052251557737018036951821611754727496252546929656186625261032921290818582192523413237146896052518912.000
    he4+mn50-->p+fe53 flux=0.000e+00 flux_true=0.000e+00
    p+fe53-->he4+mn50 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 50Mn(6.667e+01)   1H(6.667e+25) 53Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 50Mn(9.233e-24)   1H(-1.490e-19) 53Fe(-8.710e-24) 

REACTION GROUP 546: isEquil=FALSE netflux=2.974e-186 thisDevious/maxDevious=0.003
    mn51-->cr51+e++nu flux=2.974e-186 flux_true=2.974e-186
    Sum flux_true=2.974e-186
Isotope Equil Ratios:51Mn(6.667e+25) 51Cr(1.947e-119) 
Isotope Mass Fractions:51Mn(0.000e+00) 51Cr(4.001e-149) 

REACTION GROUP 547: isEquil=FALSE netflux=-5.430e-205 thisDevious/maxDevious=9099769298296252462535794491392.000
    n+mn51-->mn52 flux=-5.430e-205 flux_true=-5.430e-205
    mn52-->n+mn51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=-5.430e-205
Isotope Equil Ratios:  1n(6.667e+25) 51Mn(3.399e-06) 52Mn(6.667e+25) 
Isotope Mass Fractions:  1n(0.000e+00) 51Mn(9.997e-34) 52Mn(-9.805e-34) 

REACTION GROUP 548: isEquil=FALSE netflux=-1.932e-257 thisDevious/maxDevious=11813048435714665973635603069624058325283554069967514332518210050442387946395641315328.000
    p+mn51-->fe52 flux=-1.932e-257 flux_true=-1.932e-257
    fe52-->p+mn51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=-1.932e-257
Isotope Equil Ratios:  1H(6.667e+25) 51Mn(6.667e+01) 52Fe(6.667e+25) 
Isotope Mass Fractions:  1H(0.000e+00) 51Mn(2.913e-21) 52Fe(-2.857e-21) 

REACTION GROUP 549: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  inf
    he4+mn51-->co55 flux=-0.000e+00 flux_true=-0.000e+00
    co55-->he4+mn51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Mn(6.667e+01) 55Co(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 51Mn(9.052e-24) 55Co(-8.393e-24) 

REACTION GROUP 550: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=  nan
    he4+mn51-->n+co54 flux=-0.000e+00 flux_true=-0.000e+00
    n+co54-->he4+mn51 flux=-0.000e+00 flux_true=-0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Mn(6.667e+25)   1n(6.667e+25) 54Co(6.667e+25) 
Isotope Mass Fractions: 4He(-2.308e-22) 51Mn(-4.999e-34)   1n(-2.549e-32) 54Co(4.721e-34) 

REACTION GROUP 551: isEquil=FALSE netflux=0.000e+00 thisDevious/maxDevious=186844320183308788199378830598513613429240050235369088421567892491920773223735176238371804984554643091794675394166764632104768374833152.000
    he4+mn51-->p+fe54 flux=-0.000e+00 flux_true=-0.000e+00
    p+fe54-->he4+mn51 flux=0.000e+00 flux_true=0.000e+00
    Sum flux_true=0.000e+00
Isotope Equil Ratios: 4He(6.667e+25) 51Mn(6.667e+01)   1H(6.667e+25) 54Fe(6.667e+25) 
Isotope Mass Fractions: 4He(-1.154e-22) 51Mn(9.052e-24)   1H(-1.490e-19) 54Fe(-8.549e-24) 

REACTION GROUP 552: isEquil=FALSE netflux=-3.987e-211 thisDevious/maxDevious=0.000
    mn52+e-->cr52+nu flux=-3.987e-211 flux_true=-3.987e-211
    Sum flux_true=-3.987e-211
Isotope Equil Ratios:52Mn(6.667e+25) 52Cr(6.667e+25) 
